"country_name","country_code","year","gdp_growth","gdp_pc_c_2015","gov_exp_gdp","lab_partic","trade_gdp","rule_of_law","contr_corrup","cap_inv_gdp","civ_libert","freed_expr"
"Paraguay","PRY",2011,4.286,8.57836241784983,10.061,67.92,78.492,-0.8,-0.696,24.66,3,0.859
"Paraguay","PRY",2012,-0.708,8.5577643384769,11.725,71.28,74.765,-0.811,-0.851,21.26,3,0.803
"Paraguay","PRY",2013,8.293,8.62363176575992,11.3,69.87,73.37,-0.767,-1.048,22.02,3,0.74
"Paraguay","PRY",2014,5.301,8.66122132499068,11.549,67.96,69.084,-0.604,-1.011,22.66,3,0.762
"Paraguay","PRY",2015,2.957,8.6761441031023,11.803,67.93,66.915,-0.644,-1.018,21.88,3,0.764
"Paraguay","PRY",2016,4.268,8.70368885781432,11.363,69.97,67.759,-0.691,-0.763,19.81,3,0.73
"Paraguay","PRY",2017,4.81,8.73659936743587,11.108,70.2,71.08,-0.669,-0.75,20.6,3,0.748
"Paraguay","PRY",2018,3.204,8.7543996351008,11.52,71.87,72.069,-0.603,-0.871,22.78,3,0.769
"Paraguay","PRY",2019,-0.402,8.73700720596958,11.946,72.39,71.222,-0.568,-0.893,21.69,3,0.769
"Paraguay","PRY",2020,-0.82,8.71528819080118,12.644,70.12,62.76,-0.428,-0.858,20.04,3,0.769
"Paraguay","PRY",2021,4.017,8.74189376993422,12.014,71.92,69.742,-0.575,-1.026,24,3,0.769
"Paraguay","PRY",2022,0.075,8.73123545134124,11.52,70.58,73.855,-0.591,-1.09,26.9,3,0.769
"Honduras","HND",2002,3.754,7.48834891373682,14.976,63.306,117.997,-0.88,-1.02,24.26,3,0.754
"Honduras","HND",2003,4.547,7.5072234486581,14.921,62.764,122.248,-0.936,-0.974,25.28,3,0.792
"Honduras","HND",2004,6.232,7.5427885893991,15.011,62.218,135.462,-0.85,-0.946,29.67,3,0.792
"Honduras","HND",2005,6.051,7.57728883962969,15.523,61.67,136.49,-0.771,-0.82,27.62,3,0.792
"Honduras","HND",2006,6.567,7.61730273677652,15.004,59.86,133.132,-0.989,-0.833,28.34,3,0.804
"Honduras","HND",2007,6.188,7.65446550110355,16.602,58.96,135.071,-0.929,-0.792,33.67,3,0.81
"Honduras","HND",2008,4.232,7.67378203466787,17.115,59.58,135.749,-0.971,-0.916,36.07,3,0.81
"Honduras","HND",2009,-2.432,7.62773132530332,18.7,60.81,96.905,-0.896,-0.908,20.6,4,0.583
"Honduras","HND",2010,3.731,7.64360364727224,17.926,61.91,109.442,-0.875,-0.889,21.88,4,0.676
"Honduras","HND",2011,3.836,7.66114489068591,16.064,59.73,122.217,-0.905,-0.834,26,4,0.708
"Honduras","HND",2012,4.129,7.68209343078552,16.202,58.4,121.188,-1.146,-0.955,24.56,4,0.706
"Honduras","HND",2013,2.792,7.6906668352176,16.734,62.66,116.306,-1.173,-0.945,21.76,4,0.724
"Honduras","HND",2014,3.058,7.70230359719757,15.332,64.15,112.975,-0.943,-0.787,22.18,4,0.724
"Honduras","HND",2015,3.84,7.72189146170262,14.305,64.09,107.264,-0.942,-0.589,25.12,4,0.696
"Honduras","HND",2016,3.893,7.74234950307559,14.114,63.32,99.816,-1.137,-0.679,23.38,4,0.696
"Honduras","HND",2017,4.843,7.77224395549287,13.498,64.36,101.813,-1.063,-0.739,24.82,4,0.739
"Honduras","HND",2018,3.845,7.7928756227075,13.462,66.75,103.551,-1.057,-0.657,26.57,4,0.718
"Honduras","HND",2019,2.653,7.80225346899273,13.489,64.59,98.028,-1.041,-0.876,22.73,4,0.72
"Honduras","HND",2020,-8.965,7.69210147279753,14.974,60.29,85.619,-1.01,-0.988,18.83,4,0.741
"Honduras","HND",2021,12.534,7.7948363316642,14.62,62.398,101.572,-1.087,-1.091,24.33,5,0.784
"Honduras","HND",2022,3.998,7.8191162796742,14.208,62.614,111.073,-1.017,-1.002,25.87,4,0.871
